summary,ours
Barack Obama says he 'kept a campaign promise to toughen ethics rules',0
Dennis Kucinich says combined top CEO pay topped $770M while average pay rose just 2% | PolitiFact Oh,0
Rhode Island Democratic party says Republican Brendan Doherty flip-flopped on abortion in a little over a week | PolitiFact Rhode Island,0
Suzanne Bonamici says we gave Rob Cornilles a Pants on Fire for what?  | PolitiFact Oregon,0
Mitt Romney says presidential candidates tend to release tax records in Apr,0
"Mitt Romney says U.S. Navy is smallest since 1917, Air Force is smallest since 1947",0
ssible recall challenger to Wisconsin Gov. Scott Walker says she cut public employee costs by $10 million | PolitiFact Wisconsin,0
Lawmaker says Romney performed same-sex marriages as governor | PolitiFact Georg,0
Talk radio host John DePetro: The American Civil Liberties Union and atheists demanded that the National Football League stop Tim Tebow from praying on the sidelines during games | PolitiFact Rhode Island,0
Super PAC attacks Rick Santorum for supporting felon voting rights | PolitiFact Florid,0
"Corn Growers Association blog laments Congress has just one ""working farmer"" | PolitiFact Tennessee",0
Chris Christie touts accomplishments in video previewing State of the State address | PolitiFact New Jersey,0
"Karen Harrington says Debbie Wasserman Schultz ""missed 62 congressional votes— one of the worst records of any member of Congress” | PolitiFact Florid",0
Newt Gingrich says Obama put more people on food stamps than any other U.S. Presiden,0
Georgia Democrats say Republicans trying to knock Obama off ballot | PolitiFact Georg,0
Mitt Romney tweets that “more Americans have lost their jobs under Barack Obama than any president in modern history”,0
"Education advocate claims New Jersey officials ""have not started or completed one single school project” in the last two years | PolitiFact New Jersey",0
DCCC says Bob Gibbs is vacationing from Congress all but six days in January | PolitiFact Oh,0
McEachin says McDonnell plan uses education money to fix roads | PolitiFact Virgin,0
Wisconsin Club for Growth says Milwaukee Mayor Tom Barrett saved $25 million in the city budget thanks to Governor Scott Walker's reforms | PolitiFact Wisconsin,0
Sheila Oliver says 16 states prohibited interracial marriage in 1958 | PolitiFact New Jersey,0
rovidence Mayor Angel Taveras says that Achievement First charter schools in Connecticut and New York outperform city and state averages on standardized tests | PolitiFact Rhode Island,0
Can't grow hemp in the United States?  | PolitiFact Oregon,0
Was Suzanne Bonamici the sole no vote in the Senate on a drunk driving bill?  | PolitiFact Oregon,0
How bipartisan is support for the Keystone XL oil pipeline?   | PolitiFact Oregon,0
Has Rob Cornilles disputed a statement in a Daily Astorian story for two years?  | PolitiFact Oregon,0
Did Cornilles go after Bonamici on Medicare from day one?  | PolitiFact Oregon,0
Bonamici claims she votes 98 percent of the time with Republicans | PolitiFact Oregon,0
Democratic leaders say up to a quarter of African Americans don’t have government photo ID | PolitiFact Texas,0
Newt Gingrich ad says Mitt Romney 'runs away from Ronald Reagan',0
King of Bain video accuses Romney of hiding his fortune,0
Have Republicans “never done anything really” to tame the nation’s deficit? | PolitiFact Tennessee,0
Marsha Blackburn says she is battling for freedom of choice – for energy-inefficient light bulbs | PolitiFact Tennessee,0
State senator says price for tests would be low to for benefit recipients | PolitiFact Tennessee,0
"Memphis schools superintendent says county, state tax funds for education rank among lowest in U.S. | PolitiFact Tennessee",0
"UPDATED: Craig James, Republican Senate candidate, says Rick Perry cut Texas taxes | PolitiFact Texas",0
Video blames Bain Capital for demise of KB Toys,0
Is Tampa the 'strip club capital of the world'?  | PolitiFact Florid,0
'King of Bain' video says Boston Herald called Bain profits from KB Toys deal 'disgusting',0
'King of Bain' video says Boston Herald called Bain profits from KB Toys deal 'disgusting',0
Video says Mitt Romney is planning to quadruple size of his house,0
"rank Pallone says on Twitter that Republicans have controlled the House for a year, with no new jobs | PolitiFact New Jersey",0
Harvard Law professor says early Congress mandated health insurance for seamen and gun ownership for most men | PolitiFact Rhode Island,0
Super PAC says Newt Gingrich and Nancy Pelosi teamed up to support China's 'one child' policy | PolitiFact Florid,0
Does Mitt Romney have 15 homes? Woman in Winning Our Future video says he does,0
Wisconsin Gov. Scott Walker says the state's jobs data is unreliable | PolitiFact Wisconsin,0
"Gay marriage supported by majority of Americans and majority of New Jersey residents, assemblyman says | PolitiFact New Jersey",0
Marcia Fudge says 25% of mortgage borrowers are under water and 11% of all homes are vacant | PolitiFact Oh,0
Mayor Reed fires back at watchdog group | PolitiFact Georg,0
"Barack Obama campaign says Romney, Perry, Gingrich would cut aid to Israel to zer",0
Is Rob Cornilles the real Tea Party candidate?  | PolitiFact Oregon,0
"Ron Paul says when Republicans held Congress and presidency, they doubled the size of the education department | PolitiFact Texas",0
Mitt Romney says since Obama's stimulus package over 1 million jobs were lost | PolitiFact Florid,0
Jon Huntsman accuses Mitt Romney of enjoying firing people,0
Mitt Romney says Barack Obama has raised taxes 19 times,0
Mitt Romney says Obama once criticized appointments like Richard Cordray's as 'wrong thing to do' | PolitiFact Oh,0
Rick Scott says New Yorkers pay twice as much as Floridians in state taxes | PolitiFact Florid,0
Rick Scott says Florida's job growth is the third most of any state | PolitiFact Florid,0
Rob Cornilles claims Suzanne Bonamici has voted for 60 tax increases | PolitiFact Oregon,0
Rick Scott says he's adding $1 billion in new education funding | PolitiFact Florid,0
Rick Scott talks doughnuts in 2012 State of the State address | PolitiFact Florid,0
Ronald Rice claims Newark schools are funded largely by local property taxes | PolitiFact New Jersey,0
Nina Turner says the redistricting process was manipulated to benefit incumbents  | PolitiFact Oh,0
Gingrey: Voter ID van made house calls  | PolitiFact Georg,0
Columnist Thomas Sgouros Jr. says federal E-Verify system unfairly denies job to 1 in 7 applicants | PolitiFact Rhode Island,0
"Mitt Romney says Obama hired 135,000 bureaucrats",0
Rick Santorum says welfare reform deserves credit for reductions in African-American child poverty,0
Bill Pascrell claims no legislation has taken guns away from Americans in past 20 years | PolitiFact New Jersey,0
Senator Rob Portman says federal spending rose 21 percent over three years  | PolitiFact Oh,0
Dewhurst says ballistics tests have confirmed border agent was killed by Fast and Furious weapon   | PolitiFact Texas,0
Rick Perry says Barack Obama is a socialis,0
Newt Gingrich says that EPA didn't know why it cited a New Hampshire dump,0
Mitt Romney says Barack Obama didn't expand U.S. trade deals,0
Rick Santorum says Republicans’ Medicare plan would give seniors same benefits that Congress members receive,0
Jon Huntsman says President Barack Obama threw deficit reduction plan 'in the garbage can',0
"Mitt Romney, once again, says U.S. is 'inches away from no longer being a free economy'",0
"Huntsman repeats claim that he signed a flat tax, led nation in job creation as Utah governor",0
Mitt Romney repeats claim that repealing health law saves $95 billion a year,0
"ublic hearing on Wisconsin mining held ""15 hours away"" from mine region, Rep. Kelda Helen Roys says | PolitiFact Wisconsin",0
Bob Menendez attacked by GOP challenger over federal debt increases | PolitiFact New Jersey,0
U.S. Sen. Sheldon Whitehouse says development of renewable energy will “get us off” foreign oil | PolitiFact Rhode Island,0
Is Oregon’s per capita income nine percent below the national average -- and does that mean we’re getting poorer?  | PolitiFact Oregon,0
"Hutchison says getting millionaires off food stamps, unemployment would save $20 million | PolitiFact Texas",0
Mitt Romney says U.S. income is almost 50 percent higher than in Europe,0
How important was Romney in fixing troubled Salt Lake Olympic games?,0
Gov. Bob McDonnell says he's proposed record contribution to state pension | PolitiFact Virgin,0
Ad says President Barack Obama put in place 'historic fuel efficiency standards',0
"Gov. Scott Walker ended Planned Parenthood contract for cancer screenings, Dem Rep. Gwen Moore says | PolitiFact Wisconsin",0
"John Kasich says Ohio No. 8 for job creation, No. 1 in the Midwest | PolitiFact Oh",0
rice worries about health care law's impact to seniors | PolitiFact Georg,0
U.S. Rep. David Cicilline says Providence made full pension contributions six of eight years that he was mayor | PolitiFact Rhode Island,0
"Barack Obama reelection video says he “closed corporate tax loopholes that were sending profits overseas""",0
Mitt Romney ad says labor board tried to block Boeing from building factory in South Carolin,0
Milwaukee County Executive Chris Abele says county buses are no less safe now than a year or two ago | PolitiFact Wisconsin,0
Chris Christie repeats misleading statistic on Newark’s high school graduation rate | PolitiFact New Jersey,0
DCCC says Jim Renacci was trying to avoid voting on payroll tax cut extension | PolitiFact Oh,0
Ron Paul says majority of Americans favors gold standard | PolitiFact Texas,0
Rick Santorum ad claims he reformed welfare,0
Barack Obama's campaign says it doesn't accept lobbyist donations,0
"reliminary vs revised job-change estimates in Wisconsin have 75 percent ""margin of error,"" Lt. Gov. Rebecca Kleefisch says | PolitiFact Wisconsin",0
"New Jersey residents earning $1 million face an effective tax rate about four times greater than residents at $100,000, assemblyman says | PolitiFact New Jersey",0
Georgia unemployment rate higher than nation | PolitiFact Georg,0
Jim Jordan says truck services often U.S. communities' only link to goods  | PolitiFact Oh,0
Rick Perry says Rick Santorum voted for a teapot museum,0
"Rick Santorum says he's won votes of Democrats, independents in Pennsylvan",0
Chris Christie blames Corzine for New Year’s toll hikes | PolitiFact New Jersey,0
John Boehner says the Social Security trust fund faces imminent bankruptcy | PolitiFact Oh,0
Rick Perry says Rick Santorum voted for the Bridge to Nowhere | PolitiFact Texas,0
"Chain e-mail claims that when baboons congregate, it's called a 'congress.' | PolitiFact Rhode Island",0
"Steve Lonegan says with New Year’s Day toll hike, New Jersey motorists face most expensive tolls in the U.S. | PolitiFact New Jersey",0
"NRCC claims Betty Sutton supports welfare fund access at casinos, strip clubs and liquor stores | PolitiFact Oh",0
"Rep. David Cicilline says the Right-to-Carry Act would expand rights of ""sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines."" | PolitiFact Rhode Island",0
